Author,Book_Name,Book_Category,Book_url
الكاتب حسن حنفي,دراسات فلسفية الجزء الثاني,الأدب-كتب الفلسفة والمنطق-كتب روايات عربية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%af%d8%b1%d8%a7%d8%b3%d8%a7%d8%aa-%d9%81%d9%84%d8%b3%d9%81%d9%8a%d8%a9-pdf-%d8%a7%d9%84%d8%ac%d8%b2%d8%a1-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a/
الكاتب حسن حنفي,دراسات فلسفية الجزء الاول,كتب الأدب العربي-كتب الفلسفة والمنطق,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%af%d8%b1%d8%a7%d8%b3%d8%a7%d8%aa-%d9%81%d9%84%d8%b3%d9%81%d9%8a%d8%a9-pdf-%d8%a7%d9%84%d8%ac%d8%b2%d8%a1-%d8%a7%d9%84%d8%a7%d9%88%d9%84/
الكاتب حسن حنفي,التراث والتجديد,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%aa%d8%b1%d8%a7%d8%ab-%d9%88%d8%a7%d9%84%d8%aa%d8%ac%d8%af%d9%8a%d8%af-pdf/
جمال الدين الشيال,مجمل تاريخ دمياط,كتب الأدب العربي-كتب التاريخ,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ac%d9%85%d9%84-%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae-%d8%af%d9%85%d9%8a%d8%a7%d8%b7-pdf/
جمال الدين الشيال,قصة الاحتلال,كتب الأدب العربي-كتب التاريخ,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%82%d8%b5%d8%a9-%d8%a7%d9%84%d8%a7%d8%ad%d8%aa%d9%84%d8%a7%d9%84-pdf/
جمال الدين الشيال,رفاعة الطهطاوي,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b1%d9%81%d8%a7%d8%b9%d8%a9-%d8%a7%d9%84%d8%b7%d9%87%d8%b7%d8%a7%d9%88%d9%8a-pdf-2/
جمال الدين الشيال,تاريخ الترجمة في مصر في عهد الحملة الفرنسية,كتب الأدب العربي-كتب التاريخ,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae-%d8%a7%d9%84%d8%aa%d8%b1%d8%ac%d9%85%d8%a9-%d9%81%d9%8a-%d9%85%d8%b5%d8%b1-%d9%81%d9%8a-%d8%b9%d9%87%d8%af-%d8%a7%d9%84%d8%ad%d9%85%d9%84%d8%a9/
محمد مندور,نزوات ماريان,كتب الأدب العالمي المترجم-كتب الأدب العربي-كتب الروايات العالمية المترجمة-كتب روايات عربية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%86%d8%b2%d9%88%d8%a7%d8%aa-%d9%85%d8%a7%d8%b1%d9%8a%d8%a7%d9%86-pdf/
محمد مندور,مسرح توفيق الحكيم,كتب الأدب العربي-كتب مسرحيات عربية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%b3%d8%b1%d8%ad-%d8%aa%d9%88%d9%81%d9%8a%d9%82-%d8%a7%d9%84%d8%ad%d9%83%d9%8a%d9%85-pdf/
محمد مندور,محاضرات عن ولي الدين يكن,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ad%d8%a7%d8%b6%d8%b1%d8%a7%d8%aa-%d8%b9%d9%86-%d9%88%d9%84%d9%8a-%d8%a7%d9%84%d8%af%d9%8a%d9%86-%d9%8a%d9%83%d9%86-pdf/
محمد مندور,محاضرات عن مسرحيات عزيز أباظة,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ad%d8%a7%d8%b6%d8%b1%d8%a7%d8%aa-%d8%b9%d9%86-%d9%85%d8%b3%d8%b1%d8%ad%d9%8a%d8%a7%d8%aa-%d8%b9%d8%b2%d9%8a%d8%b2-%d8%a3%d8%a8%d8%a7%d8%b8%d8%a9-pdf/
محمد مندور,محاضرات عن مسرحيات شوقي,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ad%d8%a7%d8%b6%d8%b1%d8%a7%d8%aa-%d8%b9%d9%86-%d9%85%d8%b3%d8%b1%d8%ad%d9%8a%d8%a7%d8%aa-%d8%b4%d9%88%d9%82%d9%8a-pdf/
محمد مندور,محاضرات خليل مطران,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ad%d8%a7%d8%b6%d8%b1%d8%a7%d8%aa-%d8%ae%d9%84%d9%8a%d9%84-%d9%85%d8%b7%d8%b1%d8%a7%d9%86-pdf/
محمد مندور,محاضرات عن اسماعيل صبري,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ad%d8%a7%d8%b6%d8%b1%d8%a7%d8%aa-%d8%b9%d9%86-%d8%a7%d8%b3%d9%85%d8%a7%d8%b9%d9%8a%d9%84-%d8%b5%d8%a8%d8%b1%d9%8a-pdf/
محمد مندور,محاضرات عن ابراهيم المازني,الأدب-كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ad%d8%a7%d8%b6%d8%b1%d8%a7%d8%aa-%d8%b9%d9%86-%d8%a7%d8%a8%d8%b1%d8%a7%d9%87%d9%8a%d9%85-%d8%a7%d9%84%d9%85%d8%a7%d8%b2%d9%86%d9%8a-pdf/
محمد مندور,قصص رومانية,الأدب-كتب التاريخ,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%82%d8%b5%d8%b5-%d8%b1%d9%88%d9%85%d8%a7%d9%86%d9%8a%d8%a9-pdf/
محمد مندور,في الميزان الجديد,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%81%d9%8a-%d8%a7%d9%84%d9%85%d9%8a%d8%b2%d8%a7%d9%86-%d8%a7%d9%84%d8%ac%d8%af%d9%8a%d8%af-pdf/
محمد مندور,في المسرح المصري المعاصر,الأدب-كتب الأدب العربي-كتب مسرحيات عربية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%81%d9%8a-%d8%a7%d9%84%d9%85%d8%b3%d8%b1%d8%ad-%d8%a7%d9%84%d9%85%d8%b5%d8%b1%d9%8a-%d8%a7%d9%84%d9%85%d8%b9%d8%a7%d8%b5%d8%b1-pdf/
محمد مندور,فن الشعر,الأدب-كتب الأدب العربي-كتب و دواوين الشعر العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%81%d9%86-%d8%a7%d9%84%d8%b4%d8%b9%d8%b1-pdf/
محمد مندور,المسرح النثري,كتب الأدب العربي-كتب مسرحيات عربية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%85%d8%b3%d8%b1%d8%ad-%d8%a7%d9%84%d9%86%d8%ab%d8%b1%d9%8a-pdf/
محمد مندور,الديمقراطية السياسية,كتب الأدب العربي-كتب التاريخ,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%af%d9%8a%d9%85%d9%82%d8%b1%d8%a7%d8%b7%d9%8a%d8%a9-%d8%a7%d9%84%d8%b3%d9%8a%d8%a7%d8%b3%d9%8a%d8%a9-pdf/
محمد مندور,الثقافة وأجهزتها,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ab%d9%82%d8%a7%d9%81%d8%a9-%d9%88%d8%a3%d8%ac%d9%87%d8%b2%d8%aa%d9%87%d8%a7-pdf/
جلال الدين السيوطى,الأشباه والنظائر في النحو ج4,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a3%d8%b4%d8%a8%d8%a7%d9%87-%d9%88%d8%a7%d9%84%d9%86%d8%b8%d8%a7%d8%a6%d8%b1-%d9%81%d9%8a-%d8%a7%d9%84%d9%86%d8%ad%d9%88-%d8%ac4-pdf/
جلال الدين السيوطى,الأشباه والنظائر في النحو ج3,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a3%d8%b4%d8%a8%d8%a7%d9%87-%d9%88%d8%a7%d9%84%d9%86%d8%b8%d8%a7%d8%a6%d8%b1-%d9%81%d9%8a-%d8%a7%d9%84%d9%86%d8%ad%d9%88-%d8%ac3-pdf/
جلال الدين السيوطى,الأشباه والنظائر في النحو ج2,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a3%d8%b4%d8%a8%d8%a7%d9%87-%d9%88%d8%a7%d9%84%d9%86%d8%b8%d8%a7%d8%a6%d8%b1-%d9%81%d9%8a-%d8%a7%d9%84%d9%86%d8%ad%d9%88-%d8%ac2-pdf/
جلال الدين السيوطى,الأشباه والنظائر في النحو ج1,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a3%d8%b4%d8%a8%d8%a7%d9%87-%d9%88%d8%a7%d9%84%d9%86%d8%b8%d8%a7%d8%a6%d8%b1-%d9%81%d9%8a-%d8%a7%d9%84%d9%86%d8%ad%d9%88-%d8%ac1-pdf/
جلال الدين السيوطى,الأشباه والنظائر في النحو,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a3%d8%b4%d8%a8%d8%a7%d9%87-%d9%88%d8%a7%d9%84%d9%86%d8%b8%d8%a7%d8%a6%d8%b1-%d9%81%d9%8a-%d8%a7%d9%84%d9%86%d8%ad%d9%88-pdf/
جلال الدين السيوطى,نور اللمعة في خصائص الجمعة,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%86%d9%88%d8%b1-%d8%a7%d9%84%d9%84%d9%85%d8%b9%d8%a9-%d9%81%d9%8a-%d8%ae%d8%b5%d8%a7%d8%a6%d8%b5-%d8%a7%d9%84%d8%ac%d9%85%d8%b9%d8%a9-pdf/
جلال الدين السيوطى,الرسالة السلطانية,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%b1%d8%b3%d8%a7%d9%84%d8%a9-%d8%a7%d9%84%d8%b3%d9%84%d8%b7%d8%a7%d9%86%d9%8a%d8%a9-pdf/
جلال الدين السيوطى,لقط المرجان في أحكام الجان,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%84%d9%82%d8%b7-%d8%a7%d9%84%d9%85%d8%b1%d8%ac%d8%a7%d9%86-%d9%81%d9%8a-%d8%a3%d8%ad%d9%83%d8%a7%d9%85-%d8%a7%d9%84%d8%ac%d8%a7%d9%86-pdf/
جلال الدين السيوطى,الآية الكبري في شرح قصة الاسراء,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a2%d9%8a%d8%a9-%d8%a7%d9%84%d9%83%d8%a8%d8%b1%d9%8a-%d9%81%d9%8a-%d8%b4%d8%b1%d8%ad-%d9%82%d8%b5%d8%a9-%d8%a7%d9%84%d8%a7%d8%b3%d8%b1%d8%a7%d8%a1-pdf/
جلال الدين السيوطى,اللمعة في تحقيق الركعة,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%84%d9%85%d8%b9%d8%a9-%d9%81%d9%8a-%d8%aa%d8%ad%d9%82%d9%8a%d9%82-%d8%a7%d9%84%d8%b1%d9%83%d8%b9%d8%a9-pdf/
الكاتب شكيب أرسلان,الدرة اليتيمة,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%af%d8%b1%d8%a9-%d8%a7%d9%84%d9%8a%d8%aa%d9%8a%d9%85%d8%a9-pdf/
الكاتب شكيب أرسلان,لماذا تأخر المسلمون ولماذا تقدم غيرهم,كتب التاريخ-كتب التاريخ الإسلامي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%84%d9%85%d8%a7%d8%b0%d8%a7-%d8%aa%d8%a3%d8%ae%d8%b1-%d8%a7%d9%84%d9%85%d8%b3%d9%84%d9%85%d9%88%d9%86-%d9%88%d9%84%d9%85%d8%a7%d8%b0%d8%a7-%d8%aa%d9%82%d8%af%d9%85-%d8%ba/
الكاتب شكيب أرسلان,شوقي صداقة أربعين سنة,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b4%d9%88%d9%82%d9%8a-%d8%b5%d8%af%d8%a7%d9%82%d8%a9-%d8%a3%d8%b1%d8%a8%d8%b9%d9%8a%d9%86-%d8%b3%d9%86%d8%a9-pdf/
الكاتب شكيب أرسلان,تاريخ غزوات العرب,كتب التاريخ-كتب التاريخ الإسلامي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae-%d8%ba%d8%b2%d9%88%d8%a7%d8%aa-%d8%a7%d9%84%d8%b9%d8%b1%d8%a8-pdf/
الكاتب شكيب أرسلان,تاريخ بن خلدون,كتب أساطير-كتب التاريخ,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae-%d8%a8%d9%86-%d8%ae%d9%84%d8%af%d9%88%d9%86-pdf/
الكاتب شكيب أرسلان,النهضة العربية,الأدب-كتب الأدب العربي-كتب التاريخ-كتب التاريخ الحديث-كتب المسرحيات العالمية المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%86%d9%87%d8%b6%d8%a9-%d8%a7%d9%84%d8%b9%d8%b1%d8%a8%d9%8a%d8%a9-pdf/
سيد علي اسماعيل,الرقابة والمسرح المرفوض,كتب الأدب العربي-كتب مسرحيات عربية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%b1%d9%82%d8%a7%d8%a8%d8%a9-%d9%88%d8%a7%d9%84%d9%85%d8%b3%d8%b1%d8%ad-%d8%a7%d9%84%d9%85%d8%b1%d9%81%d9%88%d8%b6-pdf/
الكاتب شكيب أرسلان,الحلل السندسية في الأخبار والآثار الأندلسية الجزء الثاني,كتب التاريخ-كتب تاريخ الأندلس,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ad%d9%84%d9%84-%d8%a7%d9%84%d8%b3%d9%86%d8%af%d8%b3%d9%8a%d8%a9-%d9%81%d9%8a-%d8%a7%d9%84%d8%a3%d8%ae%d8%a8%d8%a7%d8%b1-%d9%88%d8%a7%d9%84%d8%a2%d8%ab%d8%a7-2/
الكاتب شكيب أرسلان,الحلل السندسية في الأخبار والآثار الأندلسية الجزء الثالث,كتب التاريخ-كتب تاريخ الأندلس,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ad%d9%84%d9%84-%d8%a7%d9%84%d8%b3%d9%86%d8%af%d8%b3%d9%8a%d8%a9-%d9%81%d9%8a-%d8%a7%d9%84%d8%a3%d8%ae%d8%a8%d8%a7%d8%b1-%d9%88%d8%a7%d9%84%d8%a2%d8%ab%d8%a7-3/
الكاتب شكيب أرسلان,الحلل السندسية في الأخبار والآثار الأندلسية الجزء الاول,كتب التاريخ القديم-كتب تاريخ الأندلس-كتب تاريخ اوروبا,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ad%d9%84%d9%84-%d8%a7%d9%84%d8%b3%d9%86%d8%af%d8%b3%d9%8a%d8%a9-%d9%81%d9%8a-%d8%a7%d9%84%d8%a3%d8%ae%d8%a8%d8%a7%d8%b1-%d9%88%d8%a7%d9%84%d8%a2%d8%ab%d8%a7/
الكاتب شكيب أرسلان,الارتسامات اللطاف في خاطر الحاج إلى أقدس مطاف,كتب اسلامية-كتب التاريخ الإسلامي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a7%d8%b1%d8%aa%d8%b3%d8%a7%d9%85%d8%a7%d8%aa-%d8%a7%d9%84%d9%84%d8%b7%d8%a7%d9%81-%d9%81%d9%8a-%d8%ae%d8%a7%d8%b7%d8%b1-%d8%a7%d9%84%d8%ad%d8%a7%d8%ac-%d8%a5/
سيد علي اسماعيل,مسرح علي الكسار الجزء الثاني,الأدب-كتب المسرحيات العالمية المترجمة-كتب مسرحيات عربية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%b3%d8%b1%d8%ad-%d8%b9%d9%84%d9%8a-%d8%a7%d9%84%d9%83%d8%b3%d8%a7%d8%b1-%d8%a7%d9%84%d8%ac%d8%b2%d8%a1-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-pdf/
سيد علي اسماعيل,مسرح علي الكسار الجزء الاول,الأدب-كتب المسرحيات العالمية المترجمة-كتب مسرحيات عربية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%b3%d8%b1%d8%ad-%d8%b9%d9%84%d9%8a-%d8%a7%d9%84%d9%83%d8%b3%d8%a7%d8%b1-%d8%a7%d9%84%d8%ac%d8%b2%d8%a1-%d8%a7%d9%84%d8%a7%d9%88%d9%84-pdf/
سيد علي اسماعيل,مخطوطات مسرحيات مصطفى ممتاز,الأدب-كتب مسرحيات عربية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ae%d8%b7%d9%88%d8%b7%d8%a7%d8%aa-%d9%85%d8%b3%d8%b1%d8%ad%d9%8a%d8%a7%d8%aa-%d9%85%d8%b5%d8%b7%d9%81%d9%89-%d9%85%d9%85%d8%aa%d8%a7%d8%b2-pdf/
سيد علي اسماعيل,مخطوطات مسرحيات محمد لطفي جمعة,الأدب-كتب مسرحيات عربية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ae%d8%b7%d9%88%d8%b7%d8%a7%d8%aa-%d9%85%d8%b3%d8%b1%d8%ad%d9%8a%d8%a7%d8%aa-%d9%85%d8%ad%d9%85%d8%af-%d9%84%d8%b7%d9%81%d9%8a-%d8%ac%d9%85%d8%b9%d8%a9-pdf/
سيد علي اسماعيل,مخطوطات مسرحيات عباس حافظ,الأدب-كتب مسرحيات عربية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ae%d8%b7%d9%88%d8%b7%d8%a7%d8%aa-%d9%85%d8%b3%d8%b1%d8%ad%d9%8a%d8%a7%d8%aa-%d8%b9%d8%a8%d8%a7%d8%b3-%d8%ad%d8%a7%d9%81%d8%b8-pdf/
سيد علي اسماعيل,رواية الملكة بلقيس,كتب الأدب العربي-كتب روايات عربية-كتب مسرحيات عربية,https://www.arab-books.com/books/%d8%b1%d9%88%d8%a7%d9%8a%d8%a9-%d8%a7%d9%84%d9%85%d9%84%d9%83%d8%a9-%d8%a8%d9%84%d9%82%d9%8a%d8%b3-pdf/
سيد علي اسماعيل,حافظ نجيب,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%ad%d8%a7%d9%81%d8%b8-%d9%86%d8%ac%d9%8a%d8%a8-pdf/
سيد علي اسماعيل,تاريخ المسرح في العالم العربي,الأدب-كتب مسرحيات عربية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae-%d8%a7%d9%84%d9%85%d8%b3%d8%b1%d8%ad-%d9%81%d9%8a-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a7%d9%84%d8%b9%d8%b1%d8%a8%d9%8a-pdf/
سيد علي اسماعيل,جهود القباني المسرحية في مصر,كتب الأدب العربي-كتب مسرحيات عربية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%ac%d9%87%d9%88%d8%af-%d8%a7%d9%84%d9%82%d8%a8%d8%a7%d9%86%d9%8a-%d8%a7%d9%84%d9%85%d8%b3%d8%b1%d8%ad%d9%8a%d8%a9-%d9%81%d9%8a-%d9%85%d8%b5%d8%b1-pdf/
سيد علي اسماعيل,بداية المسرح التسجيلي في مصر,الأدب-كتب الأدب العربي-كتب مسرحيات عربية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a8%d8%af%d8%a7%d9%8a%d8%a9-%d8%a7%d9%84%d9%85%d8%b3%d8%b1%d8%ad-%d8%a7%d9%84%d8%aa%d8%b3%d8%ac%d9%8a%d9%84%d9%8a-%d9%81%d9%8a-%d9%85%d8%b5%d8%b1-pdf/
سيد علي اسماعيل,اسماعيل عاصم في موكب الحياة والادب,الأدب-كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d8%b3%d9%85%d8%a7%d8%b9%d9%8a%d9%84-%d8%b9%d8%a7%d8%b5%d9%85-%d9%81%d9%8a-%d9%85%d9%88%d9%83%d8%a8-%d8%a7%d9%84%d8%ad%d9%8a%d8%a7%d8%a9-%d9%88%d8%a7%d9%84%d8%a7%d8%af/
سيد علي اسماعيل,أثر التراث العربي في المسرح المصري,الأدب-كتب المسرحيات العالمية المترجمة-كتب مسرحيات عربية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a3%d8%ab%d8%b1-%d8%a7%d9%84%d8%aa%d8%b1%d8%a7%d8%ab-%d8%a7%d9%84%d8%b9%d8%b1%d8%a8%d9%8a-%d9%81%d9%8a-%d8%a7%d9%84%d9%85%d8%b3%d8%b1%d8%ad-%d8%a7%d9%84%d9%85%d8%b5%d8%b1/
ابراهيم عبدالقادر المازني,مختارات من القصص الإنجليزي,كتب الأدب العالمي المترجم-كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ae%d8%aa%d8%a7%d8%b1%d8%a7%d8%aa-%d9%85%d9%86-%d8%a7%d9%84%d9%82%d8%b5%d8%b5-%d8%a7%d9%84%d8%a5%d9%86%d8%ac%d9%84%d9%8a%d8%b2%d9%8a-pdf/
ابراهيم عبدالقادر المازني,رواية سانين للمازني,كتب الأدب العربي-كتب الروايات العالمية المترجمة,https://www.arab-books.com/books/%d8%b1%d9%88%d8%a7%d9%8a%d8%a9-%d8%b3%d8%a7%d9%86%d9%8a%d9%86-%d9%84%d9%84%d9%85%d8%a7%d8%b2%d9%86%d9%8a-pdf/
ابراهيم عبدالقادر المازني,رواية جريمة اللورد سافيل,كتب الروايات العالمية المترجمة-كتب روايات عربية,https://www.arab-books.com/books/%d8%b1%d9%88%d8%a7%d9%8a%d8%a9-%d8%ac%d8%b1%d9%8a%d9%85%d8%a9-%d8%a7%d9%84%d9%84%d9%88%d8%b1%d8%af-%d8%b3%d8%a7%d9%81%d9%8a%d9%84-pdf/
ابراهيم عبدالقادر المازني,الشاردة للمازني,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%b4%d8%a7%d8%b1%d8%af%d8%a9-%d9%84%d9%84%d9%85%d8%a7%d8%b2%d9%86%d9%8a-pdf/
ابراهيم عبدالقادر المازني,من النافذة,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d9%86-%d8%a7%d9%84%d9%86%d8%a7%d9%81%d8%b0%d8%a9-pdf/
ابراهيم عبدالقادر المازني,قصة حياة,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%82%d8%b5%d8%a9-%d8%ad%d9%8a%d8%a7%d8%a9-pdf/
ابراهيم عبدالقادر المازني,قبض الريح,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%82%d8%a8%d8%b6-%d8%a7%d9%84%d8%b1%d9%8a%d8%ad-pdf/
ابراهيم عبدالقادر المازني,في الطريق,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%81%d9%8a-%d8%a7%d9%84%d8%b7%d8%b1%d9%8a%d9%82-pdf/
ابراهيم عبدالقادر المازني,غريزة المرأة,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%ba%d8%b1%d9%8a%d8%b2%d8%a9-%d8%a7%d9%84%d9%85%d8%b1%d8%a3%d8%a9-pdf/
الله عز وجل,سورة الأعراف خط واضح تفسير سورة الأعراف,القرآن الكريم,https://www.arab-books.com/books/%d8%b3%d9%88%d8%b1%d8%a9-%d8%a7%d9%84%d8%a3%d8%b9%d8%b1%d8%a7%d9%81-pdf-%d8%ae%d8%b7-%d9%88%d8%a7%d8%b6%d8%ad-%d8%aa%d9%81%d8%b3%d9%8a%d8%b1-%d8%b3%d9%88%d8%b1%d8%a9-%d8%a7%d9%84%d8%a3%d8%b9%d8%b1/
الكاتب كريم الشاذلى,سحابة صيف لكريم الشاذلي,كتب روايات عربية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b3%d8%ad%d8%a7%d8%a8%d8%a9-%d8%b5%d9%8a%d9%81-pdf-%d9%84%d9%83%d8%b1%d9%8a%d9%85-%d8%a7%d9%84%d8%b4%d8%a7%d8%b0%d9%84%d9%8a/
جلال الدين السيوطى,المزهر في علوم اللغة ج2,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%85%d8%b2%d9%87%d8%b1-%d9%81%d9%8a-%d8%b9%d9%84%d9%88%d9%85-%d8%a7%d9%84%d9%84%d8%ba%d8%a9-%d8%ac2-pdf/
جلال الدين السيوطى,المزهر في علوم اللغة ج1,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%85%d8%b2%d9%87%d8%b1-%d9%81%d9%8a-%d8%b9%d9%84%d9%88%d9%85-%d8%a7%d9%84%d9%84%d8%ba%d8%a9-%d8%ac1-pdf/
جلال الدين السيوطى,حسن المقصد في عمل المولد,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d9%85%d9%82%d8%b5%d8%af-%d9%81%d9%8a-%d8%b9%d9%85%d9%84-%d8%a7%d9%84%d9%85%d9%88%d9%84%d8%af-pdf/
جلال الدين السيوطى,حسن المحاضرة في تاريخ مصر,كتب التاريخ الإسلامي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%ad%d8%b3%d9%86-%d8%a7%d9%84%d9%85%d8%ad%d8%a7%d8%b6%d8%b1%d8%a9-%d9%81%d9%8a-%d8%aa%d8%a7%d8%b1%d9%8a%d8%ae-%d9%85%d8%b5%d8%b1-pdf/
